story_id,clause_idx,clause_text,mode_label,top_count,Orientation,Action,Evaluation,Not Story,partition,narrators_gender
187,0,Did you have any moments when you realize you want to go into the sciences?,Not Story,1,1,0,1,1,train,Female
187,1,Not really.,Orientation,2,2,0,1,0,train,Female
187,2,"I changed my mind a lot all through high school, even through college.",Orientation,2,2,1,0,0,train,Female
187,3,"I was a pharmacy major, a nutrition major, a neuroscience major, a physical therapy.",Orientation,3,3,0,0,0,train,Female
187,4,I thought about all these different things.,Evaluation,1,1,1,1,0,train,Female
187,5,And it took me a while to get there.,Orientation,1,1,1,1,0,train,Female
187,6,How was it for you to have all of those changes when you were going through school?,Not Story,1,1,0,1,1,train,Female
187,7,I would just try and tell myself,Orientation,2,2,1,0,0,train,Female
187,8,", it's okay that I don't know.",Orientation,2,2,1,0,0,train,Female
187,9,Don't be stressed about it.,Evaluation,2,1,0,2,0,train,Female
187,10,I'll figure it out.,Evaluation,2,0,1,2,0,train,Female
187,11,And I think the best thing you can do to figure it out is to expose yourself to as many things as possible.,Evaluation,2,0,1,2,0,train,Female
187,12,And then I think the other piece of that is that it's really okay to not know what you wan na be when you grow up.,Evaluation,3,0,0,3,0,train,Female
187,13,"It's okay just to say, you know what, I don't know, I'm still thinking about it.",Evaluation,3,0,0,3,0,train,Female
187,14,I'm still trying new things,Action,2,0,2,1,0,train,Female
187,15,and I'll make that decision when I'm ready to.,Action,2,0,2,1,0,train,Female
188,0,I've always wanted to design something.,Orientation,3,3,0,0,0,train,Female
188,1,I've always wanted to invent something.,Orientation,3,3,0,0,0,train,Female
188,2,"And I joined the Air Force and got to work with lots of technology, and test different technologies.",Action,3,0,3,0,0,train,Female
188,3,"And the last decade and a half, I've been able to enable lots of scientists and engineers to do that.",Action,2,1,2,0,0,train,Female
188,4,"The next generation weapon, next generation aircraft and I was really inspired to do that.",Evaluation,2,0,1,2,0,train,Female
188,5,"I would say most people ask you, what do you wan na be when you grow up?",Orientation,1,1,1,1,0,train,Female
188,6,"And I say, go do something that you're passionate about because you'll be happy, right?",Action,2,0,2,1,0,train,Female
188,7,"If what makes you happy is going and playing music, go play music.",Action,2,0,2,1,0,train,Female
188,8,"If you wan na brew beer, which some friends of mine are doing - Yeah.",Action,2,0,2,1,0,train,Female
188,9,Go brew beer.,Action,2,0,2,1,0,train,Female
188,10,Do what you like.,Action,2,0,2,1,0,train,Female
188,11,Do what you're passionate about.,Action,2,0,2,1,0,train,Female
188,12,I wan na build something and be inventive,Evaluation,2,1,0,2,0,train,Female
188,13,and that's what I'm passionate about.,Evaluation,3,0,0,3,0,train,Female
189,0,Someone told me this analogy once.,Orientation,2,2,0,1,0,train,Female
189,1,That there are two ways that you can think about your career.,Evaluation,2,0,1,2,0,train,Female
189,2,One is a paint by numbers approach.,Evaluation,2,0,1,2,0,train,Female
189,3,"And that way, you're trying to create a picture",Action,2,0,2,1,0,train,Female
189,4,and you have this tool box,Evaluation,1,1,1,1,0,train,Female
189,5,and it's all the different colors.,Orientation,1,1,1,1,0,train,Female
189,6,You go about it systematically.,Action,2,0,2,1,0,train,Female
189,7,"All right, I need to paint the one's red.",Evaluation,2,1,0,2,0,train,Female
189,8,"And the two's yellow, and the three's blue.",Evaluation,2,1,0,2,0,train,Female
189,9,"And as you're going through, you're developing those skills, and proceeding,",Evaluation,2,0,1,2,0,train,Female
189,10," and you know what the picture's gon na be, and you're just kinda going at it one number at a time.",Action,2,0,2,1,0,train,Female
189,11,That's kinda the path of least resistance.,Evaluation,2,1,0,2,0,train,Female
189,12,"I kind of like the other way, the connect the dots approach, where you start off with one idea or a conviction, something that really grabs you.",Evaluation,2,0,1,2,0,train,Female
189,13,And then you take the next logical step.,Action,2,0,2,1,0,train,Female
189,14,And from there you develop your skills.,Evaluation,2,0,1,2,0,train,Female
189,15,You're not quite sure where you're going.,Evaluation,3,0,0,3,0,train,Female
189,16,You learn more about it.,Evaluation,2,0,1,2,0,train,Female
189,17,You're learn more about yourself,Evaluation,2,0,1,2,0,train,Female
189,18,and then you take the next logical step,Action,2,0,2,1,0,train,Female
189,19,and you might not know where you're ending up,Action,2,0,2,1,0,train,Female
189,20,but you're confident that it's a good place and that the final picture will be beautiful.,Evaluation,2,0,1,2,0,train,Female
190,0,assistant on a stipend getting my Master's degree at Brown University.,Orientation,3,3,0,0,0,train,Male
190,1,"And I got, I got sort of swept up in the Vietnam War, and started seeing it as a very un -",Orientation,2,2,1,0,0,train,Male
190,2,", crazy",Orientation,2,2,0,1,0,train,Male
190,3,", wrong.",Evaluation,2,1,0,2,0,train,Male
190,4,"And then I began to question not just the war, but the people who produced the war.",Action,2,0,2,1,0,train,Male
190,5,And then I began to question the system that produced these people.,Action,2,0,2,1,0,train,Male
190,6,After I started getting active,Action,3,0,3,0,0,train,Male
190,7,and I got beaten up and arrested,Action,2,1,2,0,0,train,Male
190,8,", I found people calling me an extremist, and calling me an agitator.",Orientation,2,2,0,1,0,train,Male
190,9,You see,Evaluation,2,1,0,2,0,train,Male
190,10,", there are two kinds of people.",Evaluation,2,1,0,2,0,train,Male
190,11,There are people who have things.,Evaluation,2,1,0,2,0,train,Male
190,12,They get big cars and big beautiful houses -- and really nice houses and all that.,Evaluation,2,1,0,2,0,train,Male
190,13,And then there are people who do things.,Evaluation,2,1,0,2,0,train,Male
190,14,I'm 73 years old,Orientation,2,2,0,1,0,train,Male
190,15,", and I still think of doing things rather than having things.",Evaluation,3,0,0,3,0,train,Male
191,0,"So, uh, to be a mountaineer you have to have a couple of extra self-confidence genes",Evaluation,2,1,0,2,0,train,Male
191,1,", you know, otherwise you wouldn't wan na be a mountaineer anyway",Evaluation,2,1,0,2,0,train,Male
191,2,", you know?",Evaluation,3,0,0,3,0,train,Male
191,3,You have to be prepared to be scared on a regular basis,Evaluation,2,1,0,2,0,train,Male
191,4,", and I guess that set me up incredibly well for all the changes that have happened in my life.",Evaluation,2,1,0,2,0,train,Male
191,5,"I had my legs off on Christmas Eve, 1982.",Orientation,2,2,1,0,0,train,Male
191,6,"Twenty-three years old and you look down the sheet down the bed, and the sheet's end halfway down the bed.",Orientation,3,3,0,0,0,train,Male
191,7,"And it's like, uh, right from that moment onwards, it was um, "" Well, how can I turn this into an advantage? ''",Evaluation,2,1,0,2,0,train,Male
191,8,"For me, it's just another opportunity to be able to excel.",Action,1,1,1,1,0,train,Male
191,9,Another opportunity to be able to reform people's visions of what they think a disabled person is.,Evaluation,2,1,0,2,0,train,Male
191,10,Because I'm not disabled.,Evaluation,2,1,0,2,0,train,Male
191,11,I just have an opportunity to live my life in a different way.,Action,1,1,1,1,0,train,Male
192,0,So right now I'm with a victim assistance nonprofit.,Orientation,3,3,0,0,0,train,Female
192,1,People in the military who are victim advocates or sexual assault response coordinators need to be credentialed to work with victims of sexual assault in the military.,Orientation,2,2,0,1,0,train,Female
192,2,And so our program makes sure that anyone who wants to be a SARC or victim advocate gets the credentialing they need to work directly with victims.,Orientation,3,3,0,0,0,train,Female
192,3,I actually knew what I wanted to major in my senior year of high school.,Orientation,1,1,1,1,0,train,Female
192,4,And then I knew I wanted to go to grad school my freshman year of college.,Evaluation,1,1,1,1,0,train,Female
192,5,My professor took a group of us to Cambodia to study human trafficking,Action,2,1,2,0,0,train,Female
192,6,", and we met with different crisis centers in Cambodia that help people who are sex trafficked.",Action,2,1,2,0,0,train,Female
192,7,And so I came back,Action,2,1,2,0,0,train,Female
192,8,", and I was like.",Action,2,0,2,1,0,train,Female
192,9,Yeah.,Action,2,1,2,0,0,train,Female
192,10,Something's got ta happen.,Action,1,1,1,1,0,train,Female
192,11,"I feel like I've learned so much about world or community and what's wrong with a lot of it, but what we can do to help.",Evaluation,3,0,0,3,0,train,Female
192,12,And so it's about finding my place in the world.,Evaluation,3,0,0,3,0,train,Female
192,13,"If there's something you like, I mean, not like, if it's something you love, just do it.",Evaluation,2,0,1,2,0,train,Female
192,14,Educate yourself on what those needs are and figure out how to help with it.,Evaluation,2,0,1,2,0,train,Female
192,15,"So for a lot of people, it's policy or legislation.",Evaluation,2,1,0,2,0,train,Female
192,16,Can you get involved in legislation?,Evaluation,2,1,0,2,0,train,Female
192,17,"If you can figure out a way to do it, do it.",Evaluation,2,0,1,2,0,train,Female
193,0,"for the first time, and what was that experience like?",Orientation,2,2,0,0,1,train,Male
193,1, I wasn't allowed to.,Orientation,2,2,1,0,0,train,Male
193,2, Why not?,Not Story,2,0,0,1,2,train,Male
193,3," My dad, he goes, "" No, they're bums, number one.",Orientation,2,2,1,0,0,train,Male
193,4,Number two,Not Story,2,1,0,0,2,train,Male
193,5,", you'll hurt yourself. ''",Orientation,2,2,1,0,0,train,Male
193,6,And so I just waited til Christmas Eve,Action,2,1,2,0,0,train,Male
193,7,", and I begged.",Action,3,0,3,0,0,train,Male
193,8,"So he goes, "" First time you get hurt",Action,2,1,2,0,0,train,Male
193,9,", you quit",Action,2,1,2,0,0,train,Male
193,10,. '',Not Story,3,0,0,0,3,train,Male
193,11,I had to quit a few times...,Action,2,1,2,0,0,train,Male
193,12,few times.,Orientation,1,1,1,0,1,train,Male
193,13,""" First time you're gon na get hurt '' or "" You're becoming "" too crazy '' or whatever it was.",Action,2,1,2,0,0,train,Male
193,14,"Well, I was always really good at school, so there was always an outside reason, "" Stop it. ''",Orientation,3,3,0,0,0,train,Male
193,15,"Well, college starts, time to grow up",Orientation,3,3,0,0,0,train,Male
193,16,", you're gon na have to get a real job and stuff, so start focusing on that.",Orientation,2,2,1,0,0,train,Male
193,17,"So the point is is I always had this pressure that it could end, always within a year.",Evaluation,2,1,0,2,0,train,Male
193,18,Look inside,Evaluation,2,0,1,2,0,train,Male
193,19,", and do I see a way to manifest not only what I'm good at, but also what I love.",Evaluation,2,1,0,2,0,train,Male
193,20,"Those two things, hopefully, they won't be opposed to each other.",Evaluation,2,1,0,2,0,train,Male
194,0,"when I was four, but um",Orientation,3,3,0,0,0,train,Female
194,1,...,Not Story,3,0,0,0,3,train,Female
194,2,growing up without a mother -- 'cause she died when I was six -- growing up with just my dad and my brother,Orientation,3,3,0,0,0,train,Female
194,3,", I was obviously very, um, just very independent and strong-willed.",Evaluation,2,1,0,2,0,train,Female
194,4,"And my dad's best friend was a stockbroker, and for some reason, because I was so good with money, that I decided that I was, that I would be a really good stockbroker.",Orientation,3,3,0,0,0,train,Female
194,5,"And fortunately, throughout high school, we had work exchange and work experience, and um",Orientation,2,2,0,1,0,train,Female
194,6,", they used to send me off with all sorts of random checks and things to, you know, with million dollars in my hand to go and deliver somewhere, and I had no idea where I was going or how to get there.",Action,1,1,1,1,0,train,Female
194,7,And being the little surfy chick that I was,Evaluation,3,0,0,3,0,train,Female
194,8,", it just made me realize that wasn't the avenue I wanted to go down.",Evaluation,3,0,0,3,0,train,Female
194,9,"Ultimately, to become successful in anything",Evaluation,2,0,1,2,0,train,Female
194,10,", you have to be relatively selfish.",Action,2,0,2,1,0,train,Female
194,11,You have to be so one-dimensional.,Evaluation,2,0,1,2,0,train,Female
194,12,I also believe that there's no such thing as a mistake,Evaluation,3,0,0,3,0,train,Female
194,13,", it's only a learning experience.",Evaluation,2,0,1,2,0,train,Female
194,14,The only mistake is not learning from it.,Evaluation,2,0,1,2,0,train,Female
194,15,"But even then, you're just gon na be given the opportunity to learn it and learn it and learn it until such time as you do.",Evaluation,2,0,1,2,0,train,Female
194,16,"So I made the same "" mistake '' over and over again until I actually got the lesson.",Evaluation,2,0,1,2,0,train,Female
195,0,"I went to Cuesta College, the local community college, and just enrolled kind of with no plan.",Orientation,1,1,1,1,0,train,Female
195,1,"When I first got into it, I thought, political science, that's what I'm doing.",Action,1,1,1,1,0,train,Female
195,2,"But it didn't speak to me as my life calling, so I thought, nutrition.",Action,1,1,1,1,0,train,Female
195,3,I love human biology and health related topics.,Orientation,2,2,0,1,0,train,Female
195,4,Nutrition's,Orientation,2,2,0,1,0,train,Female
195,5,where it's at.,Orientation,2,2,0,1,0,train,Female
195,6,No.,Orientation,1,1,0,1,1,train,Female
195,7,I changed a little there,Action,2,1,2,0,0,train,Female
195,8,and the classes I enjoyed the most were my art classes.,Orientation,1,1,1,1,0,train,Female
195,9,And I got the opportunity to work with computers.,Action,2,1,2,0,0,train,Female
195,10,It combined my art skills with some skills I had in computers and technologies that I didn't really know I had.,Evaluation,1,1,1,1,0,train,Female
195,11,"Got an opportunity to work here at Mindbody, which also brought in my technical skills and my love for exercise and fitness.",Action,2,1,2,0,0,train,Female
195,12,So don't let yourself be border complacent for too long.,Evaluation,3,0,0,3,0,train,Female
195,13,"Obviously, there are gon na be times in your life where you have to put your head down and just plough forward, but let that be an ebb and flow.",Evaluation,2,1,0,2,0,train,Female
195,14,"Challenge yourself, continue to learn, that's gon na open doors for you.",Evaluation,3,0,0,3,0,train,Female
196,0,"I started early on, about three years ago",Orientation,3,3,0,0,0,train,Male
196,1,", I was doing a YouTube channel, kind of a joke",Action,2,1,2,0,0,train,Male
196,2,", I was just like",Orientation,1,1,1,0,1,train,Male
196,3,", this is fun",Evaluation,2,1,0,2,0,train,Male
196,4,", I want to make my friend laugh.",Action,2,1,2,0,0,train,Male
196,5,"Hi, I am Mad Bath, during that Boardman Shelton, remember that looking cool and confident outweight everything.",Not Story,1,1,0,1,1,train,Male
196,6,Training on the range,Orientation,3,3,0,0,0,train,Male
196,7," is like Crossfit, it is not complete untill you take a selfie.",Orientation,2,2,0,1,0,train,Male
196,8,"Ooh, I like that one.",Orientation,1,1,1,1,0,train,Male
196,9,We started to getting likes and viewership and a following,Evaluation,1,1,1,1,0,train,Male
196,10,", this could be something.",Orientation,2,2,0,1,0,train,Male
196,11,I didn't know how to edit videos,Orientation,3,3,0,0,0,train,Male
196,12,", but you have to find self motivation, focus on the end goal, right?",Action,2,0,2,1,0,train,Male
196,13,So I just spend 40 hours a week on fricking YouTube searching what I wanted.,Action,3,0,3,0,0,train,Male
196,14,We're the information age,Evaluation,3,0,0,3,0,train,Male
196,15,", so anything you wan na do is at your fingertips.",Evaluation,3,0,0,3,0,train,Male
196,16,"If you take the time out of your day to really focus, you're gon na be successful.",Evaluation,2,1,0,2,0,train,Male
197,0,in New York City.,Orientation,3,3,0,0,0,train,Male
197,1,"And on Thanksgiving Day -- that's the only day my parents would take me out to dinner -- there was this woman going through a garbage can, ah with her little daughter, about three or four years old picking out her Thanksgiving dinner out of a garbage can.",Orientation,2,2,1,0,0,train,Male
197,2,"At that point in my life, I think I began to think about",Evaluation,2,0,1,2,0,train,Male
197,3,", you know",Evaluation,3,0,0,3,0,train,Male
197,4,", it's not as",Evaluation,3,0,0,3,0,train,Male
197,5,...,Not Story,3,0,0,0,3,train,Male
197,6,good on this planet as I-I think it might be.,Evaluation,2,0,1,2,0,train,Male
197,7,You know,Evaluation,2,1,0,2,0,train,Male
197,8,", one of the things I wanted to do when I grew up was to try to make the world a better place.",Orientation,2,2,1,0,0,train,Male
197,9,But I didn't have an awful lot of confidence getting there.,Orientation,2,2,0,1,0,train,Male
197,10,"Because as a Puerto Rican kid in New York going to some terrible schools, nobody ever told me as a kid that I could really amount to much at all.",Orientation,3,3,0,0,0,train,Male
197,11,"But finally, I met someone who helped me and I was able to make the leap.",Action,2,0,2,1,0,train,Male
197,12,"And then when I got into college and met some professors that had some faith in me and encouraged me to go to graduate school and so on and so forth, um, I always pointed my life in that direction.",Action,2,1,2,0,0,train,Male
198,0,"company, and I took out the trash and I, you know, made coffee",Orientation,2,2,1,0,0,train,Male
198,1,and I made Xerox copies,Orientation,2,2,1,0,0,train,Male
198,2,and I answered the phone.,Orientation,2,2,1,0,0,train,Male
198,3,Then I struck upon this idea for SlamBall.,Action,2,1,2,0,0,train,Male
198,4,"I wrote up a little three-page, like, prospectus, uh,",Action,2,1,2,0,0,train,Male
198,5," and I took it to this guy, Mike Tollin, that I worked for at that entertainment company",Action,2,1,2,0,0,train,Male
198,6,", and he-he got it.",Orientation,2,2,1,0,0,train,Male
198,7,"Somehow, he got it.",Orientation,2,2,1,0,0,train,Male
198,8,"And when he got it, he-he said, he struck upon the idea",Action,2,1,2,0,0,train,Male
198,9,", he's like, "" You can't launch a sport nowadays, "" but what you can do is you can get something on television.",Evaluation,2,1,0,2,0,train,Male
198,10,""" And if you get something on television, you can "" back your way into this traditional sports model. ''",Evaluation,2,1,0,2,0,train,Male
198,11,We went from it just this goofy idea on a napkin to a national broadcast deal 18 months later.,Orientation,1,1,1,1,0,train,Male
198,12,I-I - think,Evaluation,2,0,1,2,0,train,Male
198,13,", you know, people, young people that have ideas need to be encouraged to run with those ideas because nobody else is gon na have 'em.",Evaluation,2,0,1,2,0,train,Male
198,14,This is your time,Evaluation,3,0,0,3,0,train,Male
198,15,", this is your",Evaluation,3,0,0,3,0,train,Male
198,16,platform stage to succeed.,Evaluation,3,0,0,3,0,train,Male
199,0,"as an engineer, and then",Orientation,3,3,0,0,0,train,Male
199,1,I went to Harvard Business School.,Orientation,2,2,1,0,0,train,Male
199,2,Harvard was extremely important at sort of showing me a whole new perspective on life.,Evaluation,2,1,0,2,0,train,Male
199,3,If I hadn't had that enlightenment,Evaluation,2,0,1,2,0,train,Male
199,4,", I'd probably be making carburetors.",Evaluation,3,0,0,3,0,train,Male
199,5, Did you have a goal?,Not Story,1,0,1,1,1,train,Male
199,6,"When you were younger, when you were an engineer, or even before?",Orientation,2,2,0,0,1,train,Male
199,7, I pretty much knew I wanted to run something.,Action,2,1,2,0,0,train,Male
199,8,Because you have to take a lot of risks in an entrepreneurial profession.,Orientation,2,2,0,1,0,train,Male
199,9,I liked winning,Orientation,2,2,0,1,0,train,Male
199,10,", so, you know",Orientation,2,2,1,0,0,train,Male
199,11,", a risk-taker always likes to win.",Evaluation,2,1,0,2,0,train,Male
199,12,"You know, if you're afraid of losing, you should never take a risk, because the fact is, you're gon na lose.",Evaluation,2,0,1,2,0,train,Male
199,13,"But if you really know what you want, then losing",Action,2,0,2,1,0,train,Male
199,14,doesn't bother you.,Evaluation,3,0,0,3,0,train,Male
199,15,You don't stop.,Evaluation,2,0,1,2,0,train,Male
200,0,"um, we bought 280 acres of land, and here at NYU, I help manage and sort of do the, uh...",Action,2,1,2,0,0,train,Male
200,1,sustainability programs for 12 million square feet that we own.,Action,2,1,2,0,0,train,Male
200,2,"As it turns out, 12 million square feet is just about exactly 280 acres.",Orientation,3,3,0,0,0,train,Male
200,3,"And so I think this is this very weird thing, that I sort of went from the environmental management of that size to a completely",Evaluation,3,0,0,3,0,train,Male
200,4,", you know, from like the rural, most rural ecovillage to like, the most urban college, and yet it's the same thing.",Evaluation,2,1,0,2,0,train,Male
200,5,"My advice is, get in the real world.",Evaluation,2,0,1,2,0,train,Male
200,6,"Like, learn to do stuff.",Evaluation,2,0,1,2,0,train,Male
200,7,"Like, do something with your hands.",Evaluation,2,0,1,2,0,train,Male
200,8,"Like whatever makes you happy, whether it's a musical instrument, having a garden, like fixing your bicycle.",Evaluation,3,0,0,3,0,train,Male
200,9,"You know, like whatever it is, like, do stuff in the world.",Evaluation,2,0,1,2,0,train,Male
201,0,"I still play in a band, even now, at my age.",Orientation,3,3,0,0,0,train,Female
201,1,Cool.,Evaluation,2,0,0,2,1,train,Female
201,2,Yeah.,Not Story,2,0,0,1,2,train,Female
201,3,What do you play?,Evaluation,2,0,0,2,1,train,Female
201,4,I'm sorry.,Evaluation,2,0,0,2,1,train,Female
201,5,I play electric guitar.,Orientation,3,3,0,0,0,train,Female
201,6,"Oh, awesome.",Evaluation,1,0,1,1,1,train,Female
201,7,"Yea, and sing.",Action,2,1,2,0,0,train,Female
201,8,"And when I was first out of college, I didn't know what I wanted to do.",Orientation,3,3,0,0,0,train,Female
201,9,I went to work for a law firm.,Action,2,1,2,0,0,train,Female
201,10,"From that point, I decided I really did want to try to become a recording engineer.",Action,2,0,2,1,0,train,Female
201,11,And that led me to become an audio person for Microsoft,Orientation,2,2,0,1,0,train,Female
201,12,", and this was what led to museums.",Action,1,1,1,1,0,train,Female
201,13,"But it wasn't, like I said",Orientation,2,2,1,0,0,train,Female
201,14,", I'm gon na be a museum person.",Action,3,0,3,0,0,train,Female
201,15,"I think you have a lot of skills and brains, obviously, a lot of talent, and all you need is to just relax.",Evaluation,3,0,0,3,0,train,Female
201,16,Open up your eyes to what moves you and what doesn't move you.,Evaluation,3,0,0,3,0,train,Female
201,17,"And you'll find that you have pathways open up, just by being you.",Evaluation,3,0,0,3,0,train,Female
201,18,And I think sometimes when you don't know what you wan na do it's because you sometimes don't know yourself.,Evaluation,3,0,0,3,0,train,Female
201,19,"So I think to try to clear out fear, clear out the people who are around us telling us what we need to want, and really try to take some quiet time to really figure out what you want is really valuable time spent.",Action,2,0,2,1,0,train,Female
202,0,ad agency.,Not Story,2,1,0,0,2,train,Male
202,1,I started that summer and kind of worked through the summer.,Action,2,1,2,0,0,train,Male
202,2,"By the end of the summer, they'd given me raises twice 'cause I kinda had an aptitude for, um, making stuff up.",Orientation,2,2,0,1,0,train,Male
202,3,"So around August, I went back to Yale",Action,3,0,3,0,0,train,Male
202,4,and I spent time with the admissions guy,Action,3,0,3,0,0,train,Male
202,5,", and I said, "" You know, "" I don't...",Action,3,0,3,0,0,train,Male
202,6," really think I need to go there, '' 'cause I'd been meeting with guys who had MBAs and they seemed more rigid",Evaluation,2,0,1,2,0,train,Male
202,7,", you know?",Action,2,0,2,0,1,train,Male
202,8,"And what I was seeing was that, that a lot of the kind of training just didn't seem to be as expansive as I, as I kinda thought life would be.",Evaluation,2,1,0,2,0,train,Male
202,9,"The only advice I could give is, "" Poof, you're 50. ''",Evaluation,3,0,0,3,0,train,Male
202,10,You know?,Evaluation,3,0,0,3,0,train,Male
202,11,"And, so what have you done?",Evaluation,3,0,0,3,0,train,Male
202,12,Did you have fun,Evaluation,3,0,0,3,0,train,Male
202,13,", did you have adventures",Evaluation,3,0,0,3,0,train,Male
202,14,", did you.",Evaluation,3,0,0,3,0,train,Male
202,15,"You know, um, did you live a brave life, were you not afraid?",Evaluation,3,0,0,3,0,train,Male
202,16,"'Cause mostly it's, I think mostly it's - it's fear, you know, of-of, "" God, am I "" gon na make a mistake? ''",Evaluation,3,0,0,3,0,train,Male
202,17,Well you know what?,Evaluation,3,0,0,3,0,train,Male
202,18,Make a mistake.,Action,3,0,3,0,0,train,Male
203,0,to juggle three balls.,Orientation,2,2,0,0,1,train,Male
203,1,"Just about every night, I'd be out there practicing.",Orientation,3,3,0,0,0,train,Male
203,2,"And it was so dark, juggling, I'd just keep dropping me balls and couldn't see them, so I thought, "" Well, I'll start hunting out a product that can "" light up, '' 'cause I quite liked to tinker with electronics and that.",Orientation,2,2,0,1,0,train,Male
203,3,So we made -- or I made -- a whole heap of little prototypes and yeah,Orientation,2,2,1,0,0,train,Male
203,4,", then we got it made.",Orientation,2,2,1,0,0,train,Male
203,5,I'm sort of guiding these balls around.,Action,2,1,2,0,0,train,Male
203,6,I haven't got complete control over them because I can't make it stop in mid-air.,Evaluation,2,1,0,2,0,train,Male
203,7,"It sort of, to me, resembles life.",Evaluation,3,0,0,3,0,train,Male
203,8,You've got influences and other things that move around you,Evaluation,3,0,0,3,0,train,Male
203,9,", but you can't stop them or take total control over them",Evaluation,2,0,1,2,0,train,Male
203,10,", but you can influence things.",Evaluation,3,0,0,3,0,train,Male
204,0,"in American history, so...",Orientation,3,3,0,0,0,train,Male
204,1," I took one theater class in college, which was a class in script analysis.",Action,2,1,2,0,0,train,Male
204,2,When we graduated from school,Orientation,3,3,0,0,0,train,Male
204,3,and we didn't know any better,Evaluation,2,1,0,2,0,train,Male
204,4,", no one said, "" Hey, they're not gon na hire you, so make, "" make your own company. ''",Evaluation,2,1,0,2,0,train,Male
204,5,"We just thought, "" Let's do this.",Action,2,1,2,0,0,train,Male
204,6,""" We've done this before.",Evaluation,2,0,1,2,0,train,Male
204,7,It feels right,Evaluation,3,0,0,3,0,train,Male
204,8,", and what's "" the worst thing that happens",Orientation,2,2,0,1,0,train,Male
204,9,? '',Not Story,3,0,0,0,3,train,Male
204,10,The idea of how you find confirmation that you're on the right path is something that I think you're constantly assessing.,Evaluation,3,0,0,3,0,train,Male
204,11,"The folks that have been doing whatever they've been doing for a long time, when you meet them and they're in their 60s or their 70s or they're",Orientation,2,2,0,1,0,train,Male
204,12,...,Not Story,3,0,0,0,3,train,Male
204,13,50 years old,Not Story,1,1,0,1,1,train,Male
204,14,...,Not Story,3,0,0,0,3,train,Male
204,15,and you see this spark that goes on,Evaluation,3,0,0,3,0,train,Male
204,16,", they still have that glee",Evaluation,3,0,0,3,0,train,Male
204,17,", but when they talk about it, they lean forward.",Evaluation,2,1,0,2,0,train,Male
204,18,"And you see that that's what gives them, you know, vitality.",Evaluation,3,0,0,3,0,train,Male
204,19,"When you feel that, an-and...",Evaluation,2,0,1,2,0,train,Male
204,20," and everything else disappears, you're in the right place.",Evaluation,3,0,0,3,0,train,Male
205,0,my uncle did was give me a copy of Doom on a floppy disk.,Orientation,3,3,0,0,0,train,Male
205,1,It was a lot about games.,Orientation,3,3,0,0,0,train,Male
205,2,"But um, through the games, ah, I learned a lot about computers",Action,3,0,3,0,0,train,Male
205,3,", you know.",Not Story,1,0,1,1,1,train,Male
205,4,And I think that's what really got me embedded in the computer world.,Orientation,2,2,0,1,0,train,Male
205,5,"Uh, now I'm here working with this robot which is",Action,3,0,3,0,0,train,Male
205,6,...,Not Story,3,0,0,0,3,train,Male
205,7," ah, her name is Nexi.",Orientation,3,3,0,0,0,train,Male
205,8,And this one is kind of designed to do personal interaction between humans and robots.,Action,2,1,2,0,0,train,Male
205,9," I can tell you that I'm sad, mad, confused, excited, or even bored, just by moving my face.",Orientation,2,2,0,1,0,train,Male
205,10, You never know where these things lead.,Evaluation,3,0,0,3,0,train,Male
205,11,"You just kind of have hope and faith that like, what you're doing is gon na lead to something",Evaluation,3,0,0,3,0,train,Male
205,12,bigger.,Evaluation,2,0,0,2,1,train,Male
206,0,playing country music,Action,3,0,3,0,0,train,Male
206,1,", you know, with guys with record deals and all of that.",Orientation,3,3,0,0,0,train,Male
206,2,It became unfulfilling,Evaluation,3,0,0,3,0,train,Male
206,3,", I guess.",Action,1,1,1,1,0,train,Male
206,4,It was just not the best fit.,Evaluation,3,0,0,3,0,train,Male
206,5,"Along the way, I had started volunteering and working in zoos, always kind of looking ahead, thinking, "" I really enjoy working "" with these animals. ''",Action,3,0,3,0,0,train,Male
206,6,My dad was not an early believer.,Orientation,3,3,0,0,0,train,Male
206,7,"I've been told, "" This is not "" a-a normal way to make a living, '' early on",Orientation,3,3,0,0,0,train,Male
206,8,", but it never mattered to me because I wasn't doing this for him.",Evaluation,3,0,0,3,0,train,Male
206,9,I was doing it for me.,Evaluation,3,0,0,3,0,train,Male
207,0,I am most passionate about serving underprivileged and underserved communities.,Orientation,3,3,0,0,0,train,Female
207,1,"For example, growing up in a suburb right outside of Detroit",Orientation,3,3,0,0,0,train,Female
207,2," called Southfield, one of my best friends growing up was valedictorian, just awesome, awesome, super rock star.",Orientation,3,3,0,0,0,train,Female
207,3,Easily could have gone to whatever college she wanted to.,Action,1,1,1,1,0,train,Female
207,4,And she ended up not going to college,Action,3,0,3,0,0,train,Female
207,5,", then ended up on a different trajectory and that just kind of changed the trajectory of our life.",Orientation,1,1,1,1,0,train,Female
207,6,And that just tugs at my heart,Evaluation,3,0,0,3,0,train,Female
207,7,", I'm like gosh.",Orientation,2,2,1,0,0,train,Female
207,8,Working to help provide under served-communities with access and exposure and opportunities that they normally wouldn't have are the things that keep me up at night.,Orientation,2,2,0,1,0,train,Female
207,9,A lot of it just has to do with figuring out what is it that motivates you and drives you.,Evaluation,3,0,0,3,0,train,Female
207,10,Right?,Evaluation,2,0,0,2,1,train,Female
